Fiscal Year,Fiscal Quarter,Service Line,Service,Sub Service,Train Number,Arrival Station Code,Arrival Station Name,Total Detraining Customers,Late Detraining Customers,Avg Min Late (Lt CS),Avg Min Late (Lt C)
2024,3,Long Distance,Crescent,Crescent,19,ATN,"Anniston, Alabama",289,204,77.0,
2024,3,Long Distance,Crescent,Crescent,19,BAL,"Baltimore (Penn Station), Maryland",1081,135,47.0,
2024,3,Long Distance,Crescent,Crescent,19,BHM,"Birmingham, Alabama",1695,848,93.0,
2024,3,Long Distance,Crescent,Crescent,19,CLP,"Culpeper, Virginia",298,192,68.0,
2024,3,Long Distance,Crescent,Crescent,19,CLT,"Charlotte, North Carolina",1680,699,63.0,
2024,3,Long Distance,Crescent,Crescent,19,CSN,"Clemson, South Carolina",312,134,78.0,
2024,3,Long Distance,Crescent,Crescent,19,CVS,"Charlottesville, Virginia",2530,1792,60.0,
2024,3,Long Distance,Crescent,Crescent,19,DAN,"Danville, Virginia",834,542,64.0,
2024,3,Long Distance,Crescent,Crescent,19,GAS,"Gastonia, North Carolina",143,47,71.0,
2024,3,Long Distance,Crescent,Crescent,19,GNS,"Gainesville, Georgia",584,183,71.0,
2024,3,Long Distance,Crescent,Crescent,19,GRO,"Greensboro, North Carolina",1594,1013,64.0,
2024,3,Long Distance,Crescent,Crescent,19,GRV,"Greenville, South Carolina",823,332,74.0,
2024,3,Long Distance,Crescent,Crescent,19,HBG,"Hattiesburg, Mississippi",673,622,115.0,
2024,3,Long Distance,Crescent,Crescent,19,HPT,"High Point, North Carolina",445,289,67.0,
2024,3,Long Distance,Crescent,Crescent,19,LAU,"Laurel, Mississippi",310,272,95.0,
2024,3,Long Distance,Crescent,Crescent,19,LYH,"Lynchburg, Virginia",773,637,57.0,
2024,3,Long Distance,Crescent,Crescent,19,MEI,"Meridian, Mississippi",621,433,96.0,
2024,3,Long Distance,Crescent,Crescent,19,MSS,"Manassas, Virginia",539,316,56.0,
2024,3,Long Distance,Crescent,Crescent,19,NOL,"New Orleans, Louisiana",8653,6625,96.0,
2024,3,Long Distance,Crescent,Crescent,19,NWK,"Newark (Penn Station), New Jersey",28,0,,
2024,3,Long Distance,Crescent,Crescent,19,PHL,"Philadelphia (Gray 30th St Sta), Pennsylvania",1775,251,38.0,
2024,3,Long Distance,Crescent,Crescent,19,PIC,"Picayune, Mississippi",219,215,122.0,
2024,3,Long Distance,Crescent,Crescent,19,SAL,"Salisbury, North Carolina",236,136,69.0,
2024,3,Long Distance,Crescent,Crescent,19,SDL,"Slidell, Louisiana",611,578,104.0,
2024,3,Long Distance,Crescent,Crescent,19,SPB,"Spartanburg, South Carolina",346,183,71.0,
2024,3,Long Distance,Crescent,Crescent,19,TCA,"Toccoa, Georgia",221,91,93.0,
2024,3,Long Distance,Crescent,Crescent,19,TCL,"Tuscaloosa, Alabama",702,430,88.0,
2024,3,Long Distance,Crescent,Crescent,19,TRE,"Trenton, New Jersey",190,18,104.0,
2024,3,Long Distance,Crescent,Crescent,19,WAS,"Washington, District of Columbia",3504,565,42.0,
2024,3,Long Distance,Crescent,Crescent,19,WIL,"Wilmington, Delaware",673,97,50.0,
2024,3,Long Distance,Crescent,Crescent,20,ALX,"Alexandria, Virginia",1283,707,80.0,
2024,3,Long Distance,Crescent,Crescent,20,ATL,"Atlanta, Georgia",3083,1823,67.0,
2024,3,Long Distance,Crescent,Crescent,20,ATN,"Anniston, Alabama",309,235,64.0,
2024,3,Long Distance,Crescent,Crescent,20,BAL,"Baltimore (Penn Station), Maryland",1137,705,78.0,
2024,3,Long Distance,Crescent,Crescent,20,BHM,"Birmingham, Alabama",3619,1777,62.0,
2024,3,Long Distance,Crescent,Crescent,20,BWI,"BWI Thurgood Marshall Airport Station, Maryland",496,297,77.0,
2024,3,Long Distance,Crescent,Crescent,20,CLP,"Culpeper, Virginia",161,95,70.0,
2024,3,Long Distance,Crescent,Crescent,20,CLT,"Charlotte, North Carolina",1412,847,80.0,
2024,3,Long Distance,Crescent,Crescent,20,CSN,"Clemson, South Carolina",201,163,76.0,
2024,3,Long Distance,Crescent,Crescent,20,CVS,"Charlottesville, Virginia",889,489,72.0,
2024,3,Long Distance,Crescent,Crescent,20,DAN,"Danville, Virginia",238,93,71.0,
2024,3,Long Distance,Crescent,Crescent,20,GAS,"Gastonia, North Carolina",99,87,95.0,
2024,3,Long Distance,Crescent,Crescent,20,GNS,"Gainesville, Georgia",124,91,73.0,
2024,3,Long Distance,Crescent,Crescent,20,GRO,"Greensboro, North Carolina",1307,561,77.0,
2024,3,Long Distance,Crescent,Crescent,20,GRV,"Greenville, South Carolina",335,271,77.0,
2024,3,Long Distance,Crescent,Crescent,20,HBG,"Hattiesburg, Mississippi",556,211,36.0,
2024,3,Long Distance,Crescent,Crescent,20,HPT,"High Point, North Carolina",307,136,79.0,
2024,3,Long Distance,Crescent,Crescent,20,LAU,"Laurel, Mississippi",513,119,50.0,
2024,3,Long Distance,Crescent,Crescent,20,LYH,"Lynchburg, Virginia",679,321,79.0,
2024,3,Long Distance,Crescent,Crescent,20,MEI,"Meridian, Mississippi",598,392,42.0,
2024,3,Long Distance,Crescent,Crescent,20,MET,"Metropark (Iselin), New Jersey",744,370,66.0,
2024,3,Long Distance,Crescent,Crescent,20,MSS,"Manassas, Virginia",662,516,70.0,
2024,3,Long Distance,Crescent,Crescent,20,NWK,"Newark (Penn Station), New Jersey",1470,819,93.0,
2024,3,Long Distance,Crescent,Crescent,20,NYP,"NY Moynihan Train Hall at Penn Station, New York",8249,4878,82.0,
2024,3,Long Distance,Crescent,Crescent,20,PHL,"Philadelphia (Gray 30th St Sta), Pennsylvania",3050,1641,87.0,
2024,3,Long Distance,Crescent,Crescent,20,PIC,"Picayune, Mississippi",56,13,72.0,
2024,3,Long Distance,Crescent,Crescent,20,SAL,"Salisbury, North Carolina",151,81,69.0,
2024,3,Long Distance,Crescent,Crescent,20,SDL,"Slidell, Louisiana",89,12,521.0,
2024,3,Long Distance,Crescent,Crescent,20,SPB,"Spartanburg, South Carolina",137,108,82.0,
2024,3,Long Distance,Crescent,Crescent,20,TCA,"Toccoa, Georgia",119,92,76.0,
2024,3,Long Distance,Crescent,Crescent,20,TCL,"Tuscaloosa, Alabama",688,632,72.0,
2024,3,Long Distance,Crescent,Crescent,20,TRE,"Trenton, New Jersey",604,353,83.0,
2024,3,Long Distance,Crescent,Crescent,20,WAS,"Washington, District of Columbia",6215,3250,87.0,
2024,3,Long Distance,Crescent,Crescent,20,WIL,"Wilmington, Delaware",726,450,87.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,BRO,"Browning, Montana",14,7,102.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,CBS,"Columbus, Wisconsin",579,108,50.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,CUT,"Cut Bank, Montana",83,45,105.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,DLK,"Detroit Lakes, Minnesota",508,261,66.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,DVL,"Devils Lake, North Dakota",316,167,69.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,EDM,"Edmonds, Washington",563,131,119.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,EPH,"Ephrata, Washington",90,22,120.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,ESM,"Essex, Montana",17,13,265.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,EVR,"Everett, Washington",1922,446,122.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,FAR,"Fargo, North Dakota",1324,597,66.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,GFK,"Grand Forks, North Dakota",1108,561,67.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,GGW,"Glasgow, Montana",193,132,122.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,GPK,"East Glacier Park, Montana",848,643,109.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,HAV,"Havre, Montana",600,405,115.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,LIB,"Libby, Montana",280,164,77.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,LSE,"La Crosse (Amtrak Station), Wisconsin",1825,810,52.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,LWA,"Leavenworth (Trains), Washington",134,47,80.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,MAL,"Malta, Montana",675,556,94.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,MKE,"Milwaukee (Downtown), Wisconsin",64,0,,
2024,3,Long Distance,Empire Builder,Empire Builder,7,MOT,"Minot, North Dakota",1636,672,79.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,MSP,"St. Paul-Minneapolis, Minnesota",5448,2453,56.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,POG,"Portage, Wisconsin",478,164,42.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,RDW,"Red Wing, Minnesota",428,270,46.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,RUG,"Rugby, North Dakota",337,161,63.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,SBY,"Shelby, Montana",451,245,90.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,SCD,"St. Cloud, Minnesota",621,208,62.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,SEA,"Seattle (King Street Station), Washington",7344,1435,122.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,SPK,"Spokane (Amtrak), Washington",1758,531,159.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,SPL,"Staples, Minnesota",1063,387,89.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,SPT,"Sandpoint, Idaho",349,230,114.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,STN,"Stanley, North Dakota",240,107,73.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,TOH,"Tomah, Wisconsin",1360,578,45.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,WDL,"Wisconsin Dells, Wisconsin",1606,539,51.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,WEN,"Wenatchee (Amtrak Station), Washington",394,106,107.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,WFH,"Whitefish, Montana",2937,1550,122.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,WGL,"West Glacier, Montana",408,284,108.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,WIN,"Winona, Minnesota",909,477,55.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,WPT,"Wolf Point, Montana",181,129,66.0,
2024,3,Long Distance,Empire Builder,Empire Builder,7,WTN,"Williston, North Dakota",1244,477,96.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,BRO,"Browning, Montana",33,25,65.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,CBS,"Columbus, Wisconsin",1007,570,115.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,CHI,"Chicago (Union Station), Illinois",14689,8755,114.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,CUT,"Cut Bank, Montana",111,74,85.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,DLK,"Detroit Lakes, Minnesota",233,177,124.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,DVL,"Devils Lake, North Dakota",152,98,117.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,EDM,"Edmonds, Washington",64,5,68.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,EPH,"Ephrata, Washington",287,202,53.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,ESM,"Essex, Montana",49,20,79.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,EVR,"Everett, Washington",109,29,91.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,FAR,"Fargo, North Dakota",1240,748,110.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,GFK,"Grand Forks, North Dakota",543,244,125.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,GGW,"Glasgow, Montana",284,219,87.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,GLN,"Glenview, Illinois",893,532,112.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,GPK,"East Glacier Park, Montana",804,582,91.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,HAV,"Havre, Montana",524,298,75.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,LIB,"Libby, Montana",296,194,79.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,LSE,"La Crosse (Amtrak Station), Wisconsin",1024,468,111.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,LWA,"Leavenworth (Trains), Washington",689,354,68.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,MAL,"Malta, Montana",160,79,94.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,MKE,"Milwaukee (Downtown), Wisconsin",2863,1575,121.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,MOT,"Minot, North Dakota",1079,503,124.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,MSP,"St. Paul-Minneapolis, Minnesota",4492,2156,115.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,POG,"Portage, Wisconsin",393,221,125.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,RDW,"Red Wing, Minnesota",370,176,108.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,RUG,"Rugby, North Dakota",102,63,120.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,SBY,"Shelby, Montana",611,324,87.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,SCD,"St. Cloud, Minnesota",562,382,108.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,SPK,"Spokane (Amtrak), Washington",1516,464,79.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,SPL,"Staples, Minnesota",316,241,118.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,SPT,"Sandpoint, Idaho",445,255,67.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,STN,"Stanley, North Dakota",139,125,103.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,TOH,"Tomah, Wisconsin",463,270,155.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,WDL,"Wisconsin Dells, Wisconsin",783,385,126.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,WEN,"Wenatchee (Amtrak Station), Washington",977,460,72.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,WFH,"Whitefish, Montana",2435,1793,74.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,WGL,"West Glacier, Montana",318,212,77.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,WIN,"Winona, Minnesota",822,342,113.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,WPT,"Wolf Point, Montana",326,251,87.0,
2024,3,Long Distance,Empire Builder,Empire Builder,8,WTN,"Williston, North Dakota",1169,907,103.0,
2024,3,Long Distance,Empire Builder,Empire Builder,27,BNG,"Bingen-White Salmon, Washington",175,96,73.0,
2024,3,Long Distance,Empire Builder,Empire Builder,27,PDX,"Portland (Union Station), Oregon",6987,2926,87.0,
2024,3,Long Distance,Empire Builder,Empire Builder,27,PSC,"Pasco, Washington",849,215,114.0,
2024,3,Long Distance,Empire Builder,Empire Builder,27,VAN,"Vancouver, Washington, United States",1328,692,74.0,
2024,3,Long Distance,Empire Builder,Empire Builder,27,WIH,"Wishram, Washington",78,42,74.0,
2024,3,Long Distance,Empire Builder,Empire Builder,28,BNG,"Bingen-White Salmon, Washington",268,62,39.0,
2024,3,Long Distance,Empire Builder,Empire Builder,28,PSC,"Pasco, Washington",1867,688,73.0,
2024,3,Long Distance,Empire Builder,Empire Builder,28,SPK,"Spokane (Amtrak), Washington",1949,668,68.0,
2024,3,Long Distance,Empire Builder,Empire Builder,28,WIH,"Wishram, Washington",110,35,70.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,48,ALB,"Albany-Rensselaer, New York",3113,502,50.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,48,BUF,"Buffalo-Depew, New York",3388,583,56.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,48,BYN,"Bryan, Ohio",515,223,45.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,48,CLE,"Cleveland, Ohio",2748,374,72.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,48,CRT,"Croton Harmon, New York",582,57,33.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,48,EKH,"Elkhart, Indiana",690,277,41.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,48,ELY,"Elyria, Ohio",392,207,36.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,48,ERI,"Erie, Pennsylvania",1183,118,69.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,48,NYP,"NY Moynihan Train Hall at Penn Station, New York",14188,3175,40.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,48,POU,"Poughkeepsie, New York",692,42,65.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,48,RHI,"Rhinecliff, New York",138,11,61.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,48,ROC,"Rochester (Louise M. Slaughter Station), New York",2319,1219,40.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,48,SDY,"Schenectady, New York",1177,248,47.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,48,SKY,"Sandusky, Ohio",649,252,35.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,48,SOB,"South Bend (Amtrak Station), Indiana",699,216,38.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,48,SYR,"Syracuse (Amtrak), New York",3665,1343,48.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,48,TOL,"Toledo, Ohio",1297,307,46.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,48,UCA,"Utica, New York",1469,459,44.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,48,WTI,"Waterloo, Indiana",675,190,40.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,49,ALB,"Albany-Rensselaer, New York",4099,699,38.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,49,BUF,"Buffalo-Depew, New York",1676,551,46.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,49,BYN,"Bryan, Ohio",166,66,43.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,49,CHI,"Chicago (Union Station), Illinois",19385,4743,56.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,49,CLE,"Cleveland, Ohio",2721,878,49.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,49,CRT,"Croton Harmon, New York",161,29,30.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,49,EKH,"Elkhart, Indiana",729,301,51.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,49,ELY,"Elyria, Ohio",809,227,58.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,49,ERI,"Erie, Pennsylvania",907,420,46.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,49,POU,"Poughkeepsie, New York",550,92,45.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,49,RHI,"Rhinecliff, New York",1421,200,46.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,49,ROC,"Rochester (Louise M. Slaughter Station), New York",2729,991,45.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,49,SDY,"Schenectady, New York",900,225,55.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,49,SKY,"Sandusky, Ohio",355,128,50.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,49,SOB,"South Bend (Amtrak Station), Indiana",737,363,49.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,49,SYR,"Syracuse (Amtrak), New York",2849,914,45.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,49,TOL,"Toledo, Ohio",2051,673,49.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,49,UCA,"Utica, New York",1758,571,43.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,49,WTI,"Waterloo, Indiana",637,200,51.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,448,BBY,"Boston (Back Bay Station), Massachusetts",1962,364,62.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,448,BOS,"Boston (South Station), Massachusetts",4953,953,69.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,448,FRA,"Framingham, Massachusetts",369,47,58.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,448,PIT,"Pittsfield, Massachusetts",551,106,58.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,448,SPG,"Springfield, Massachusetts",1689,533,55.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,448,WOR,"Worcester, Massachusetts",748,120,51.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,449,ALB,"Albany-Rensselaer, New York",2799,501,52.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,449,PIT,"Pittsfield, Massachusetts",1211,301,35.0,
2024,3,Long Distance,Lake Shore Ltd,Lake Shore Ltd,449,SPG,"Springfield, Massachusetts",1312,175,38.0,
2024,3,Long Distance,Palmetto,Palmetto,89,ALX,"Alexandria, Virginia",709,219,32.0,
2024,3,Long Distance,Palmetto,Palmetto,89,BAL,"Baltimore (Penn Station), Maryland",1562,207,27.0,
2024,3,Long Distance,Palmetto,Palmetto,89,BWI,"BWI Thurgood Marshall Airport Station, Maryland",1337,285,30.0,
2024,3,Long Distance,Palmetto,Palmetto,89,CHS,"Charleston, South Carolina",4620,3599,69.0,
2024,3,Long Distance,Palmetto,Palmetto,89,DIL,"Dillon, South Carolina",684,521,62.0,
2024,3,Long Distance,Palmetto,Palmetto,89,FAY,"Fayetteville, North Carolina",4661,3511,54.0,
2024,3,Long Distance,Palmetto,Palmetto,89,FLO,"Florence, South Carolina",3281,2287,58.0,
2024,3,Long Distance,Palmetto,Palmetto,89,KTR,"Kingstree, South Carolina",778,635,69.0,
2024,3,Long Distance,Palmetto,Palmetto,89,MET,"Metropark (Iselin), New Jersey",84,2,19.0,
2024,3,Long Distance,Palmetto,Palmetto,89,NWK,"Newark (Penn Station), New Jersey",2,0,,
2024,3,Long Distance,Palmetto,Palmetto,89,PHL,"Philadelphia (Gray 30th St Sta), Pennsylvania",2732,89,25.0,
2024,3,Long Distance,Palmetto,Palmetto,89,PTB,"Petersburg, Virginia",692,350,41.0,
2024,3,Long Distance,Palmetto,Palmetto,89,RMT,"Rocky Mount, North Carolina",1855,1269,44.0,
